,Address,AddressAccuracy,AddressNumberAndStreet,Block,Date,Latitude,Longitude,NumMosquitos,Species,Street,Time,Trap,WnvPresent,spray
9568,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",8.0,"3600  N PITTSBURGH AVE, Chicago, IL",36.0,2013-08-15,41.944869,-87.832763,2.0,CULEX PIPIENS/RESTUANS, N PITTSBURGH AVE,,T011,0.0,0
9569,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",8.0,"3600  N PITTSBURGH AVE, Chicago, IL",36.0,2013-08-15,41.944869,-87.832763,13.0,CULEX RESTUANS, N PITTSBURGH AVE,,T011,0.0,0
9570,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",8.0,"3600  N PITTSBURGH AVE, Chicago, IL",36.0,2013-08-15,41.944869,-87.832763,8.0,CULEX PIPIENS, N PITTSBURGH AVE,,T011,0.0,0
9571,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2013-08-15,41.986921,-87.689778,18.0,CULEX PIPIENS/RESTUANS, N WESTERN AVE,,T028,0.0,0
9572,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2013-08-15,41.986921,-87.689778,50.0,CULEX PIPIENS/RESTUANS, N WESTERN AVE,,T028,0.0,0
9573,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2013-08-15,41.986921,-87.689778,24.0,CULEX RESTUANS, N WESTERN AVE,,T028,1.0,0
9574,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2013-08-15,41.986921,-87.689778,47.0,CULEX PIPIENS, N WESTERN AVE,,T028,1.0,0
9575,"5000 South Central Avenue, Chicago, IL 60638, USA",9.0,"5000  S CENTRAL AVE, Chicago, IL",50.0,2013-08-15,41.801498,-87.763416,4.0,CULEX PIPIENS/RESTUANS, S CENTRAL AVE,,T031,0.0,0
9576,"5000 South Central Avenue, Chicago, IL 60638, USA",9.0,"5000  S CENTRAL AVE, Chicago, IL",50.0,2013-08-15,41.801498,-87.763416,3.0,CULEX PIPIENS, S CENTRAL AVE,,T031,0.0,0
9577,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",9.0,"1400  N HUMBOLDT DR, Chicago, IL",14.0,2013-08-15,41.906638,-87.701431,18.0,CULEX PIPIENS/RESTUANS, N HUMBOLDT DR,,T033,0.0,0
9578,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",9.0,"1400  N HUMBOLDT DR, Chicago, IL",14.0,2013-08-15,41.906638,-87.701431,1.0,CULEX RESTUANS, N HUMBOLDT DR,,T033,0.0,0
9579,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",9.0,"1400  N HUMBOLDT DR, Chicago, IL",14.0,2013-08-15,41.906638,-87.701431,32.0,CULEX PIPIENS, N HUMBOLDT DR,,T033,0.0,0
9580,"South Vincennes Avenue, Chicago, IL, USA",5.0,"1000  S VINCENNES, Chicago, IL",10.0,2013-08-15,41.723195,-87.64997,2.0,CULEX PIPIENS/RESTUANS, S VINCENNES,,T089,0.0,0
9581,"South Vincennes Avenue, Chicago, IL, USA",5.0,"1000  S VINCENNES, Chicago, IL",10.0,2013-08-15,41.723195,-87.64997,3.0,CULEX RESTUANS, S VINCENNES,,T089,0.0,0
9582,"South Vincennes Avenue, Chicago, IL, USA",5.0,"1000  S VINCENNES, Chicago, IL",10.0,2013-08-15,41.723195,-87.64997,4.0,CULEX PIPIENS, S VINCENNES,,T089,0.0,0
9583,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2013-08-15,41.868077,-87.666901,9.0,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,T090,0.0,0
9584,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2013-08-15,41.662014,-87.724608,12.0,CULEX PIPIENS/RESTUANS, W 127TH PL,,T135,0.0,0
9585,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2013-08-15,41.662014,-87.724608,3.0,CULEX RESTUANS, W 127TH PL,,T135,0.0,0
9586,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2013-08-15,41.662014,-87.724608,3.0,CULEX PIPIENS, W 127TH PL,,T135,0.0,0
9587,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2013-08-15,41.878114,-87.629798,1.0,CULEX RESTUANS, N ASHLAND AVE OVERPASS,,T145,0.0,0
9588,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2013-08-15,41.878114,-87.629798,2.0,CULEX PIPIENS, N ASHLAND AVE OVERPASS,,T145,0.0,0
9589,"2800 North Francisco Avenue, Chicago, IL 60618, USA",8.0,"2800  N FRANCISCO AVE, Chicago, IL",28.0,2013-08-15,41.932094,-87.700117,7.0,CULEX PIPIENS/RESTUANS, N FRANCISCO AVE,,T147,0.0,0
9590,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2013-08-15,41.916265,-87.800515,11.0,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,,T151,0.0,0
9591,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2013-08-15,41.916265,-87.800515,9.0,CULEX PIPIENS,  W ARMITAGE AVENUE,,T151,1.0,0
9592,"2500 South Millard Avenue, Chicago, IL 60623, USA",9.0,"2500  S MILLARD AVE, Chicago, IL",25.0,2013-08-15,41.846075,-87.716277,2.0,CULEX PIPIENS/RESTUANS, S MILLARD AVE,,T152,0.0,0
9593,"2500 South Millard Avenue, Chicago, IL 60623, USA",9.0,"2500  S MILLARD AVE, Chicago, IL",25.0,2013-08-15,41.846075,-87.716277,2.0,CULEX PIPIENS, S MILLARD AVE,,T152,0.0,0
9594,"3500 West 116th Street, Chicago, IL 60655, USA",9.0,"3500  W 116TH ST, Chicago, IL",35.0,2013-08-15,41.682587,-87.707973,19.0,CULEX PIPIENS/RESTUANS, W 116TH ST,,T158,0.0,0
9595,"3500 West 116th Street, Chicago, IL 60655, USA",9.0,"3500  W 116TH ST, Chicago, IL",35.0,2013-08-15,41.682587,-87.707973,21.0,CULEX PIPIENS, W 116TH ST,,T158,0.0,0
9596,"4500 North Campbell Avenue, Chicago, IL 60625, USA",9.0,"4500  N CAMPBELL AVE, Chicago, IL",45.0,2013-08-15,41.963976,-87.69181,7.0,CULEX PIPIENS/RESTUANS, N CAMPBELL AVE,,T220,0.0,0
9597,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",8.0,"4600  N MILWAUKEE AVE, Chicago, IL",46.0,2013-08-15,41.964242,-87.757639,5.0,CULEX PIPIENS/RESTUANS, N MILWAUKEE AVE,,T003,0.0,0
9598,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",8.0,"4600  N MILWAUKEE AVE, Chicago, IL",46.0,2013-08-15,41.964242,-87.757639,3.0,CULEX RESTUANS, N MILWAUKEE AVE,,T003,0.0,0
9599,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",8.0,"4600  N MILWAUKEE AVE, Chicago, IL",46.0,2013-08-15,41.964242,-87.757639,1.0,CULEX PIPIENS, N MILWAUKEE AVE,,T003,0.0,0
9600,"7000 North Moselle Avenue, Chicago, IL 60646, USA",9.0,"7000  N MOSELL AVE, Chicago, IL",70.0,2013-08-15,42.008314,-87.777921,43.0,CULEX PIPIENS/RESTUANS, N MOSELL AVE,,T008,0.0,0
9601,"7000 North Moselle Avenue, Chicago, IL 60646, USA",9.0,"7000  N MOSELL AVE, Chicago, IL",70.0,2013-08-15,42.008314,-87.777921,9.0,CULEX RESTUANS, N MOSELL AVE,,T008,0.0,0
9602,"7000 North Moselle Avenue, Chicago, IL 60646, USA",9.0,"7000  N MOSELL AVE, Chicago, IL",70.0,2013-08-15,42.008314,-87.777921,7.0,CULEX PIPIENS, N MOSELL AVE,,T008,0.0,0
9603,"6100 North Lemont Avenue, Chicago, IL 60646, USA",8.0,"6100  N LEMONT AVE, Chicago, IL",61.0,2013-08-15,41.991429,-87.747113,10.0,CULEX PIPIENS/RESTUANS, N LEMONT AVE,,T012,0.0,0
9604,"6100 North Lemont Avenue, Chicago, IL 60646, USA",8.0,"6100  N LEMONT AVE, Chicago, IL",61.0,2013-08-15,41.991429,-87.747113,4.0,CULEX RESTUANS, N LEMONT AVE,,T012,0.0,0
9605,"6100 North Lemont Avenue, Chicago, IL 60646, USA",8.0,"6100  N LEMONT AVE, Chicago, IL",61.0,2013-08-15,41.991429,-87.747113,5.0,CULEX PIPIENS, N LEMONT AVE,,T012,0.0,0
9606,"3000 West 18th Street, Chicago, IL 60608, USA",8.0,"3000  W 18TH ST, Chicago, IL",30.0,2013-08-15,41.857402,-87.694991,7.0,CULEX PIPIENS/RESTUANS, W 18TH ST,,T043,0.0,0
9607,"3000 West 18th Street, Chicago, IL 60608, USA",8.0,"3000  W 18TH ST, Chicago, IL",30.0,2013-08-15,41.857402,-87.694991,12.0,CULEX PIPIENS, W 18TH ST,,T043,0.0,0
9608,"1100 South California Avenue, Chicago, IL 60612, USA",9.0,"1100  S CALIFORNIA, Chicago, IL",11.0,2013-08-15,41.868142,-87.696269,22.0,CULEX PIPIENS/RESTUANS, S CALIFORNIA,,T047,1.0,0
9609,"1100 South California Avenue, Chicago, IL 60612, USA",9.0,"1100  S CALIFORNIA, Chicago, IL",11.0,2013-08-15,41.868142,-87.696269,29.0,CULEX PIPIENS, S CALIFORNIA,,T047,1.0,0
9610,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",9.0,"6100  W FULLERTON AVE, Chicago, IL",61.0,2013-08-15,41.923738,-87.785288,40.0,CULEX PIPIENS/RESTUANS, W FULLERTON AVE,,T013,1.0,0
9611,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",8.0,"1200  W GREENLEAF AVE, Chicago, IL",12.0,2013-08-15,42.010412,-87.66214,2.0,CULEX PIPIENS/RESTUANS, W GREENLEAF AVE,,T018,0.0,0
9612,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",8.0,"1200  W GREENLEAF AVE, Chicago, IL",12.0,2013-08-15,42.010412,-87.66214,1.0,CULEX RESTUANS, W GREENLEAF AVE,,T018,0.0,0
9613,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2013-08-15,41.89923,-87.716788,13.0,CULEX PIPIENS/RESTUANS, N CENTRAL PARK DR,,T030,1.0,0
9614,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2013-08-15,41.89923,-87.716788,41.0,CULEX PIPIENS/RESTUANS, N CENTRAL PARK DR,,T030,1.0,0
9615,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2013-08-15,41.89923,-87.716788,22.0,CULEX RESTUANS, N CENTRAL PARK DR,,T030,0.0,0
9616,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2013-08-15,41.89923,-87.716788,40.0,CULEX PIPIENS, N CENTRAL PARK DR,,T030,0.0,0
9617,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2013-08-15,41.89923,-87.716788,50.0,CULEX PIPIENS, N CENTRAL PARK DR,,T030,0.0,0
9618,"6000 West Montrose Avenue, Chicago, IL 60634, USA",9.0,"6000  W MONTROSE DR, Chicago, IL",60.0,2013-08-15,41.960616,-87.777189,3.0,CULEX PIPIENS/RESTUANS, W MONTROSE DR,,T017,0.0,0
9619,"6000 West Montrose Avenue, Chicago, IL 60634, USA",9.0,"6000  W MONTROSE DR, Chicago, IL",60.0,2013-08-15,41.960616,-87.777189,4.0,CULEX RESTUANS, W MONTROSE DR,,T017,0.0,0
9620,"3300 West 104th Street, Chicago, IL 60655, USA",8.0,"3300  W 104TH ST, Chicago, IL",33.0,2013-08-15,41.704336,-87.703736,5.0,CULEX PIPIENS/RESTUANS, W 104TH ST,,T095,0.0,0
9621,"1700 North Pulaski Road, Chicago, IL 60639, USA",9.0,"1700  N PULASKI RD, Chicago, IL",17.0,2013-08-15,41.911824,-87.726737,2.0,CULEX PIPIENS/RESTUANS, N PULASKI RD,,T039,0.0,0
9622,"2200 West 51st Street, Chicago, IL 60609, USA",8.0,"2200  W 51ST ST, Chicago, IL",22.0,2013-08-15,41.801179,-87.679447,12.0,CULEX PIPIENS/RESTUANS, W 51ST ST,,T061,0.0,0
9623,"2200 West 51st Street, Chicago, IL 60609, USA",8.0,"2200  W 51ST ST, Chicago, IL",22.0,2013-08-15,41.801179,-87.679447,14.0,CULEX RESTUANS, W 51ST ST,,T061,0.0,0
9624,"2200 West 51st Street, Chicago, IL 60609, USA",8.0,"2200  W 51ST ST, Chicago, IL",22.0,2013-08-15,41.801179,-87.679447,33.0,CULEX PIPIENS, W 51ST ST,,T061,1.0,0
9625,"3500 West 51st Street, Chicago, IL 60632, USA",8.0,"3500  W 51ST ST, Chicago, IL",35.0,2013-08-15,41.800737,-87.71188,3.0,CULEX RESTUANS, W 51ST ST,,T062,0.0,0
9626,"3500 West 51st Street, Chicago, IL 60632, USA",8.0,"3500  W 51ST ST, Chicago, IL",35.0,2013-08-15,41.800737,-87.71188,3.0,CULEX PIPIENS, W 51ST ST,,T062,0.0,0
9627,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9.0,"5200  W 63RD ST, Chicago, IL",52.0,2013-08-15,41.778297,-87.752411,6.0,CULEX PIPIENS/RESTUANS, W 63RD ST,,T065,0.0,0
9628,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9.0,"5200  W 63RD ST, Chicago, IL",52.0,2013-08-15,41.778297,-87.752411,2.0,CULEX RESTUANS, W 63RD ST,,T065,0.0,0
9629,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",8.0,"6700  S KEDZIE AVE, Chicago, IL",67.0,2013-08-15,41.77166,-87.703047,40.0,CULEX PIPIENS/RESTUANS, S KEDZIE AVE,,T066,0.0,0
9630,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",8.0,"6700  S KEDZIE AVE, Chicago, IL",67.0,2013-08-15,41.77166,-87.703047,31.0,CULEX PIPIENS, S KEDZIE AVE,,T066,1.0,0
9631,"2200 West 69th Street, Chicago, IL 60636, USA",8.0,"2200  W 69TH ST, Chicago, IL",22.0,2013-08-15,41.768388,-87.678649,5.0,CULEX PIPIENS/RESTUANS, W 69TH ST,,T069,0.0,0
9632,"2200 West 69th Street, Chicago, IL 60636, USA",8.0,"2200  W 69TH ST, Chicago, IL",22.0,2013-08-15,41.768388,-87.678649,34.0,CULEX PIPIENS, W 69TH ST,,T069,0.0,0
9633,"1000 East 67th Street, Chicago, IL 60637, USA",8.0,"1000  E 67TH ST, Chicago, IL",10.0,2013-08-15,41.773215,-87.60088,11.0,CULEX PIPIENS, E 67TH ST,,T073,0.0,0
9634,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9.0,"3900  S ASHLAND AVE, Chicago, IL",39.0,2013-08-15,41.822536,-87.666343,11.0,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,T074,0.0,0
9635,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9.0,"3900  S ASHLAND AVE, Chicago, IL",39.0,2013-08-15,41.822536,-87.666343,24.0,CULEX PIPIENS, S ASHLAND AVE,,T074,0.0,0
9636,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",8.0,"6400  S STONY ISLAND AVE, Chicago, IL",64.0,2013-08-15,41.778748,-87.586427,2.0,CULEX PIPIENS, S STONY ISLAND AVE,,T077,0.0,0
9637,"7100 South South Shore Drive, Chicago, IL 60649, USA",9.0,"7100  S SOUTH SHORE DR, Chicago, IL",71.0,2013-08-15,41.766202,-87.562889,20.0,CULEX PIPIENS/RESTUANS, S SOUTH SHORE DR,,T079,0.0,0
9638,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",9.0,"7700  S EBERHART AVE, Chicago, IL",77.0,2013-08-15,41.754676,-87.612922,13.0,CULEX PIPIENS/RESTUANS, S EBERHART AVE,,T080,0.0,0
9639,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",9.0,"7700  S EBERHART AVE, Chicago, IL",77.0,2013-08-15,41.754676,-87.612922,11.0,CULEX RESTUANS, S EBERHART AVE,,T080,0.0,0
9640,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",9.0,"7700  S EBERHART AVE, Chicago, IL",77.0,2013-08-15,41.754676,-87.612922,23.0,CULEX PIPIENS, S EBERHART AVE,,T080,0.0,0
9641,"5000 South Union Avenue, Chicago, IL 60609, USA",8.0,"5000  S UNION AVE, Chicago, IL",50.0,2013-08-15,41.803423,-87.642984,10.0,CULEX PIPIENS, S UNION AVE,,T082,0.0,0
9642,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",9.0,"7900  S CHICAGO AVE, Chicago, IL",79.0,2013-08-15,41.754292,-87.590773,3.0,CULEX PIPIENS/RESTUANS, S CHICAGO AVE,,T083,0.0,0
9643,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",8.0,"5200  S KOLMAR, Chicago, IL",52.0,2013-08-15,41.798697,-87.736812,40.0,CULEX PIPIENS/RESTUANS, S KOLMAR,,T114,0.0,0
9644,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",8.0,"5200  S KOLMAR, Chicago, IL",52.0,2013-08-15,41.798697,-87.736812,6.0,CULEX RESTUANS, S KOLMAR,,T114,0.0,0
9645,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",8.0,"5200  S KOLMAR, Chicago, IL",52.0,2013-08-15,41.798697,-87.736812,11.0,CULEX PIPIENS, S KOLMAR,,T114,0.0,0
9646,"3700 South Pulaski Road, Chicago, IL 60623, USA",9.0,"3700  S PULASKI RD, Chicago, IL",37.0,2013-08-15,41.82561,-87.726549,3.0,CULEX PIPIENS/RESTUANS, S PULASKI RD,,T063,0.0,0
9647,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2013-08-15,41.673408,-87.599862,5.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,0
9648,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2013-08-15,41.726465,-87.585413,7.0,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,,T138,0.0,0
9649,"South Brandon Avenue, Chicago, IL 60617, USA",5.0,"1300  S BRANDON, Chicago, IL",13.0,2013-08-15,41.740641,-87.546587,10.0,CULEX PIPIENS/RESTUANS, S BRANDON,,T209,0.0,0
9650,"South Brandon Avenue, Chicago, IL 60617, USA",5.0,"1300  S BRANDON, Chicago, IL",13.0,2013-08-15,41.740641,-87.546587,11.0,CULEX RESTUANS, S BRANDON,,T209,0.0,0
9651,"South Brandon Avenue, Chicago, IL 60617, USA",5.0,"1300  S BRANDON, Chicago, IL",13.0,2013-08-15,41.740641,-87.546587,27.0,CULEX PIPIENS, S BRANDON,,T209,0.0,0
9652,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2013-08-15,41.704572,-87.565666,7.0,CULEX PIPIENS/RESTUANS, E 105TH ST,,T128,0.0,0
9653,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2013-08-15,41.704572,-87.565666,39.0,CULEX PIPIENS, E 105TH ST,,T128,0.0,0
9654,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",8.0,"8900  S MUSKEGON AVE, Chicago, IL",89.0,2013-08-15,41.733643,-87.55551,3.0,CULEX PIPIENS, S MUSKEGON AVE,,T099,0.0,0
9655,"South Cottage Grove Avenue, Chicago, IL, USA",5.0,"1000  S COTTAGE GROVE, Chicago, IL",10.0,2013-08-15,41.750498,-87.605294,4.0,CULEX PIPIENS/RESTUANS, S COTTAGE GROVE,,T102,0.0,0
9656,"5800 North Pulaski Road, Chicago, IL 60646, USA",8.0,"5800  N PULASKI RD, Chicago, IL",58.0,2013-08-15,41.984809,-87.728492,2.0,CULEX PIPIENS/RESTUANS, N PULASKI RD,,T027,0.0,0
9657,"5800 North Pulaski Road, Chicago, IL 60646, USA",8.0,"5800  N PULASKI RD, Chicago, IL",58.0,2013-08-15,41.984809,-87.728492,7.0,CULEX PIPIENS, N PULASKI RD,,T027,0.0,0
9658,"4000 East 130th Street, Chicago, IL 60633, USA",8.0,"4000  E 130TH ST, Chicago, IL",40.0,2013-08-15,41.659112,-87.538693,23.0,CULEX PIPIENS/RESTUANS, E 130TH ST,,T221,0.0,0
9659,"9100 West Higgins Road, Rosemont, IL 60018, USA",8.0,"9100  W HIGGINS RD, Chicago, IL",91.0,2013-08-15,41.992478,-87.862995,26.0,CULEX PIPIENS/RESTUANS, W HIGGINS RD,,T009,0.0,0
9660,"9100 West Higgins Road, Rosemont, IL 60018, USA",8.0,"9100  W HIGGINS RD, Chicago, IL",91.0,2013-08-15,41.992478,-87.862995,2.0,CULEX RESTUANS, W HIGGINS RD,,T009,0.0,0
9661,"9100 West Higgins Road, Rosemont, IL 60018, USA",8.0,"9100  W HIGGINS RD, Chicago, IL",91.0,2013-08-15,41.992478,-87.862995,5.0,CULEX PIPIENS, W HIGGINS RD,,T009,0.0,0
9662,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,2.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,0.0,0
9663,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,5.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,0.0,0
9664,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,7.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,1.0,0
9665,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,36.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,1.0,0
9666,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,22.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,0.0,0
9667,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,1.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,0.0,0
9668,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,3.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,0.0,0
9669,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,7.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,0.0,0
9670,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,10.0,CULEX RESTUANS, W OHARE AIRPORT,,T900,0.0,0
9671,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,2.0,CULEX RESTUANS, W OHARE AIRPORT,,T900,0.0,0
9672,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,9.0,CULEX RESTUANS, W OHARE AIRPORT,,T900,0.0,0
9673,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,4.0,CULEX RESTUANS, W OHARE AIRPORT,,T900,0.0,0
9674,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,19.0,CULEX RESTUANS, W OHARE AIRPORT,,T900,0.0,0
9675,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,14.0,CULEX PIPIENS, W OHARE AIRPORT,,T900,0.0,0
9676,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,3.0,CULEX PIPIENS, W OHARE AIRPORT,,T900,0.0,0
9677,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,4.0,CULEX PIPIENS, W OHARE AIRPORT,,T900,0.0,0
9678,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-08-15,41.974689,-87.890615,3.0,CULEX PIPIENS, W OHARE AIRPORT,,T900,0.0,0
9679,"4800 West Montana Street, Chicago, IL 60639, USA",8.0,"4800  W MONTANA ST, Chicago, IL",48.0,2013-08-15,41.925198,-87.746381,2.0,CULEX PIPIENS/RESTUANS, W MONTANA ST,,T222,0.0,0
9680,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",9.0,"5100  N MONT CLARE AVE, Chicago, IL",51.0,2013-08-15,41.973845,-87.805059,13.0,CULEX PIPIENS/RESTUANS, N MONT CLARE AVE,,T223,1.0,0
9681,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",9.0,"5100  N MONT CLARE AVE, Chicago, IL",51.0,2013-08-15,41.973845,-87.805059,2.0,CULEX RESTUANS, N MONT CLARE AVE,,T223,0.0,0
9682,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",9.0,"5100  N MONT CLARE AVE, Chicago, IL",51.0,2013-08-15,41.973845,-87.805059,2.0,CULEX PIPIENS, N MONT CLARE AVE,,T223,0.0,0
9683,"8200 South Kostner Avenue, Chicago, IL 60652, USA",8.0,"8200  S KOSTNER AVE, Chicago, IL",82.0,2013-08-15,41.743402,-87.731435,21.0,CULEX PIPIENS, S KOSTNER AVE,,T225,0.0,0
9684,"East 91st Place, Chicago, IL, USA",5.0,"6500  E 91ST PL, Chicago, IL",65.0,2013-08-15,41.728495,-87.600963,40.0,CULEX PIPIENS/RESTUANS, E 91ST PL,,T227,1.0,0
